Id  ,Title                                                                                                     ,Company_Name                                                                    ,Job                                                                                                        ,Place                                                                                                                                                                              ,Number_Employee ,Experience            ,Level                    ,Salary           ,Education   ,Description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Requirement                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Deadline   ,Source_Picture
 90 ,"Trưởng Phòng Bảo Hành Mảng Điện Tử - Tại  Quận 6 (Đi Làm Ngay)"                                          ,"Công Ty TNHH Đầu Tư Công Nghệ Âm Thanh Triệu Gia"                              ,"Vận hành - Bảo trì - Bảo dưỡng / Khoa học - Kỹ thuật / Cơ khí - Ô tô - Tự động hóa"                       ,"123-125 Đường Song Hành, Phường 10 , Quận 6 TpHCM"                                                                                                                                ,              2 ,"1 năm"               ,"Quản lý cấp trung"      ,"12 - 15 triệu"  ,"Cao đẳng"  ,"Phân công, hướng dẫn và đánh giá hiệu quả công việc của nhân viên dưới quyền. Quản lý thông tin hàng bảo hành. Quản lý việc nhập, xuất, tồn linh kiện; các dụng cụ, nguyên liệu dùng cho việc sửa chữa hàng bảo hành. Thu thập, phân tích, nghiên cứu thông tin sản phẩm bảo hành và sản phẩm đối thủ cạnh tranh để tư vấn về kỹ thuật cho GĐ. Phối hợp với các phòng ban khác tổ chức thực hiện các chương huấn luyện, đào tạo nghiệp vụ cho nhân viên bảo hành, kinh doanh, tư vấn kỹ thuật về SP. Thực hiện các báo cáo liên quan các thông tin bảo hành. Thực hiện công việc do cấp trên giao."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"Nam tuổi từ 25 trở lên Tốt nghiệp Cao đẳng trở lên chuyên ngành điện-điện tử Có Kinh nghiệm, hiểu biết về các thiết bị âm thanh và sửa chữa loa, ampli... Có khả năng tư duy sáng tạo và khả năng làm việc nhóm. Nhiệt tình, siêng năng, chịu khó học hỏi ..."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,15/01/2024 ,https://cdn1.vieclam24h.vn/images/old_employer_avatar/images/829bb3945cfaeefd02bb2a9b6b7fb934_1455776888_logo_soundmax.png
 91 ,"Nhân Viên IT"                                                                                            ,"Công Ty TNHH Đặng Mậu Tấn"                                                     ,"IT Phần cứng - Mạng / IT Phần mềm"                                                                        ,"880/9 Tô Ký, Khu phố 2, Phường Tân Chánh Hiệp, Quận 12, TP Hồ Chí Minh"                                                                                                           ,              2 ,"Dưới 1 năm"          ,"Chuyên viên- nhân viên" ,"10 - 15 triệu"  ,"Cao đẳng"  ,"- Cập nhật sản phẩm kinh doanh của công ty lên website, sàn thương mại điện tử,… - Sửa chữa, bảo trì hệ thống mạng, hỗ trợ xử lý các vấn đề về kỹ thuật các thiết bị văn phòng như máy tính, máy in, camera... - Hỗ trợ các công việc khác của công ty khi cần thiết ( cụ thể sẽ trao đổi khi phỏng vấn)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,"- Tốt nghiệp Cao đẳng hoặc Đại học chuyên ngành có liên quan - Thành thạo tin học văn phòng, có khả năng làm việc nhóm, kỹ năng giao tiếp tốt - Thái độ làm việc chăm chỉ, có trách nhiệm với công việc, có tinh thần cầu tiến"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,31/12/2023 ,https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/9244e16d9821d1b6dae597c70fe20f8f_5c6b8de8ca7fb_1550552552.png
 92 ,"Nhân Viên Kỹ Thuật Điện Dân Dụng"                                                                        ,"Công Ty TNHH Kỹ Thuật BKS"                                                     ,"Khoa học - Kỹ thuật / Điện - Điện tử - Điện lạnh / Sản xuất - Lắp ráp - Chế biến"                         ,"186 Nguyễn Sơn, phường Phú Thọ Hòa, quận Tân Phú, TP.HCM"                                                                                                                         ,              5 ,"1 năm"               ,"Chuyên viên- nhân viên" ,"8 - 12 triệu"   ,"Trung cấp" ,"- Thi công, lắp đặt điện chiếu sáng. - Bảo dưỡng, bảo trì, sửa chữa thiết bị. - Đấu nối thiết bị điện. - Khắc phục sự cố một cách nhanh chóng khi có thông báo. - Công việc khác theo sự phân công của cấp trên."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,"- Độ tuổi: 25-35 tuổi - Cẩn thận, chịu khó, nhiệt tình và trung thực. - Yêu cầu kinh nghiệm 2 năm trở lên. - Biết sử dụng công cụ liên quan về điện, các loại máy cơ khí - Am hiểu về điện"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,23/12/2023 ,https://cdn1.vieclam24h.vn/tvn/images/employer_avatar/2021/12/14/images/163944860863.png
 93 ,"Kế Toán Trưởng"                                                                                          ,"Công Ty TNHH Truyền Thông Ik Group"                                            ,"Kế toán / Kiểm toán"                                                                                      ,"Tầng 16, Khu Văn Phòng, Tòa nhà Indochina Park Tower, Số 04 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam"                                            ,              1 ,"3 năm"               ,"Quản lý nhóm- giám sát" ,"17 - 22 triệu"  ,"Cao đẳng"  ,"-       Chịu trách nhiệm về hoạt động tài chính, kế toán chung của Công ty; -       Trực tiếp làm việc với Ngân Hàng, hoàn thiện hồ sơ vay và cấp hạn mức tín dụng; -       Trực tiếp làm việc với BHXH, cơ quan thuế, quyết toán thuế, giải trình số liệu kế toán với các cơ quan ban ngành; -       Thiết lập hệ thống báo cáo tài chính, báo cáo quản trị. Xây dựng các quy chế, quy định về tài chính kế toán phù hợp với luật pháp và thực tiễn của Công Ty; -       Xây dựng, điều chỉnh và tổ chức vận hành hệ thống kế toán, quản lý chứng từ, sổ sách, hóa đơn, các loại hợp đồng có liên quan đến tài chính, kế toán; -       Quản lý, đào tạo, xây dựng đội ngũ nhân viên bộ phận kế toán, hỗ trợ bộ phận nhân sự tuyển dụng nhân sự; -       Kiểm duyệt và chịu trách nhiệm về kết quả kiểm duyệt các chứng từ kế toán, chứng từ thu - chi - nhập - xuất…phục vụ kinh doanh tại Công ty; -       Làm dự toán chi phí khi có biến động nhiều về chi phí phát sinh; -       Tham mưu cho BGĐ về việc hoàn thiện hệ thống quản lý Tài chính – Kế toán; -       Phối hợp các công việc khác theo yêu cầu của BGĐ"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,"- Tốt nghiệp cao đẳng/ đại học chuyên ngành kế toán - Có ít nhất 3 năm kinh nghiệm. - Có khả năng tổng hợp, tổ chức sắp xếp công việc, nắm vững chế độ kế toán. - Sử dụng tốt vi tính văn phòng, phần mềm kế toán. - Cẩn thận, trung thực, nhiệt tình, ham học hỏi. - Tiếng Anh căn bản"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,22/12/2023 ,https://cdn1.vieclam24h.vn/images/employer_avatar/2022/08/11/images/166019294486.png
 94 ,"Nhân Viên Tư Vấn Bán Hàng"                                                                               ,"Công Ty Cổ Phần Gwm Thành An Long Biên"                                        ,"Bán hàng - Kinh doanh"                                                                                    ,"262 đường Cổ Linh - Phường Thạch Bàn - Quận Long Biên - Hà Nội."                                                                                                                  ,              5 ,"1 năm"               ,"Chuyên viên- nhân viên" ,"6 - 15 triệu"   ,"Cao đẳng"  ,"Nhận và thực hiện chỉ tiêu bán hàng của cá nhân Quản lý, phát triển thị trường, tìm kiếm khách hàng tiềm năng Tư vấn, thuyết phục khách hàng lựa chọn sản phẩm, dịch vụ của công ty, đàm phán ký hợp đồng Tổng hợp phân tích thông tin thị trường, đối thủ cạnh tranh và dòng sản phẩm quản lý Tiếp nhận và xử lý thông tin khiếu nại của khách hàng trong phạm vi công việc và ủy quyền Trực bán hàng tại Showroom theo sự phân công của trưởng phòng Thực hiện các chế độ báo cáo cho Trưởng nhóm bán hàng"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,"Tốt nghiệp Cao đẳng trở lên Chuyên nghành về thương mại hay quản trị kinh doanh. Ưu tiên có thêm bằng cấp hay hiểu biết sâu rộng về thị trường ô tô và hoạt động bán hàng tại Việt Nam Anh văn giao tiếp là một lợi thế Thành thạo tin học văn phòng (word, excel…), hệ thống email (outlook, webmail…), thuyết trình (power point…) Có tối thiểu là 01năm kinh nghiệm làm ở vị trí tương tự Có khả năng tổ chức, sắp xếp công việc hiệu quả, khả năng làm việc độc lập và theo nhóm, khả năng lập kế hoạch và tổ chức thực hiện, khả năng đàm phán và thuyết phục; khả năng phân tích, định hướng phát triển, lập kế hoạch và báo cáo"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,24/12/2023 ,/img/vieclam24h_logo_customer.jpg
 95 ,"Nhân Viên Chăm Sóc Khách Hàng Qua Tổng Đài Mạng Viễn Thông Viettel Đà Nẵng"                              ,"Công Ty Cổ Phần Truyền Thông Kim Cương"                                        ,"Khách sạn - Nhà hàng - Du lịch / Chăm sóc khách hàng / Hành chính - Thư ký"                               ,"Cụm công nghiệp Lai Xá - Xã Kim Chung - Huyện Hoài Đức - Thành phố Hà Nội"                                                                                                        ,             20 ,"Chưa có kinh nghiệm" ,"Chuyên viên- nhân viên" ,"6 - 8 triệu"    ,"Trung cấp" ,"Tiếp nhận cuộc gọi của khách hàng để tư vấn, giải đáp về sản phẩm và dịch vụ trong lĩnh vực viễn thông (3G, nhạc chờ, báo cuộc gọi lỡ …) Tư vấn, hỗ trợ, giải đáp thông tin về lĩnh vực viễn thông di động: Các sự cố khi sử dụng mạng di động Viettel và các chương trình khuyến mãi cho khách hàng Trực tổng đài, CSKH, tư vấn giải đáp các thắc mắc của khách hàng Viettel. Không áp doanh số Thời gian làm việc: Theo ca luân phiên Ca 1: Từ 6h30 đến 14h30 Ca 2: Từ 14h30 đến 22h30 Ca 3: Từ 22h đến 7h sáng (Ngày hôm sau) ĐỊA CHỈ LÀM VIỆC TẠI: Trung tâm chăm sóc khách hàng VIETTEL -215 Đường Phan Đăng Lưu, Đà Nẵng"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,"Nam/ nữ : tuổi từ 18 -35 Tốt nghiệp TC, CĐ, ĐH có giọng nói chuẩn, không nói ngọng, nói lắp, nói giọng địa phương. Có tinh thần ham học hỏi, nhiệt huyết trong công việc."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,23/12/2023 ,https://cdn1.vieclam24h.vn/images/default/2021/08/09/images/img_vieclam24h_vn_162849660915.jpeg
 96 ,"Nhân Viên Kỹ Thuật Điện - Bảo Trì Tòa Nhà Chung Cư"                                                      ,"Công ty TNHH Anabuki NL Housing Service Việt Nam"                              ,"Điện - Điện tử - Điện lạnh / Vận hành - Bảo trì - Bảo dưỡng / Khoa học - Kỹ thuật"                        ,"Tầng 10, Capital Tower, số 6 Nguyễn Khắc Viện, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh"                                                                                     ,              8 ,"Dưới 1 năm"          ,"Chuyên viên- nhân viên" ,"7.5 - 8 triệu"  ,"Trung cấp" ,"Kiểm tra, bảo trì thường xuyên hệ thống thiết bị, kỹ thuật tòa nhà chung cư: điện, nước, xử lý rác thải, gas, điều hòa không khí, thang máy, PCCC… Đảm bảo hệ thống kỹ thuật hoạt động liên tục, hiệu quả, an toàn và đúng quy trình; Lắp đặt, vận hành, sửa chữa các thiết bị kỹ thuật theo phân công; Giám sát, hướng dẫn nhà thầu, khách hàng thi công kỹ thuật đúng yêu cầu kỹ thuật và an toàn; Hỗ trợ ghi nhận chỉ số điện nước định kỳ cho cư dân; Các nhiệm vụ khác theo sự phân công của cấp trên; Thời gian làm việc: 8h/ngày, 6 ngày/tuần, xoay 3 ca."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,"Tốt nghiệp Trung cấp, Cao đẳng trở lên ngành Điện - Điện tử - Điện lạnh…; Có hiểu biết về hệ thống kỹ thuật tòa nhà, chung cư: điện, nước, PCCC, xử lý rác thải,… là lợi thế; Kinh nghiệm: Chấp nhận chưa có kinh nghiệm để đào tạo; Kỹ năng giao tiếp, xử lý tình huống tốt với khách hàng; Nhanh nhẹn, có trách nhiệm cao với công việc, chịu được áp lực trong công việc; Luôn giữ thái độ thân thiện và vui vẻ đối với khách hàng, cư dân và trong công việc; Ưu tiên hồ sơ nhận việc ngay."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,20/12/2023 ,https://cdn1.vieclam24h.vn/images/old_employer_avatar/images/e45dacc054047b36241efcb343b3e5a0_4972180_vieclam24h_1588830806.png
 97 ,"Phụ Trách Thương Vụ+ Logistic + Thủ Tục Hải Quan"                                                        ,"Chi Nhánh Công Ty TNHH Vận Tải Và Đại Lý Vận Tải Đa Phương Thức Tại Hải Phòng" ,"Xuất Nhập Khẩu / Nghề nghiệp khác / Marketing"                                                            ,"Tầng 2, toà nhà Hải An, Km 2+200, đường Đình Vũ, Phường Đông Hải 2, Quận Hải An, Thành phố Hải Phòng, Việt Nam"                                                                   ,              4 ,"1 năm"               ,"Chuyên viên- nhân viên" ,"10 - 15 triệu"  ,"Đại học"   ,"+ Thương vụ ngoại: công việc Phụ trách Bộ phận hàng nhập quốc tế - Liên hệ với các đối tác, nhận thông tin hàng hóa & giải quyết phát sinh (nếu có) - Khai báo e-manifest hàng quốc tế + Lập báo cáo hàng nhập - Giám sát theo dõi các hợp đồng với NCC, thương thảo và kiểm tra giá cả - Giám sát NV phát hành hóa đơn chính xác và đúng thời điểm - Kiểm soát toàn bộ hóa đơn đầu vào trong tháng, trước khi gửi về bộ phận kế toán. - Báo cáo hàng tháng doanh thu chi phí Trucking cho ban lãnh đạo. + Marketing ngoại : Công việc Sale hàng ngoại - Nắm bắt tình hình thị trường hàng ngoại và thông tin từ đại lý - Tìm kiếm khách hàng, quảng bá dịch vụ của MLA, Hỗ trợ chăm sóc khách hàng - Lập các báo cáo theo quy định của Công ty , và các công việc khác liên quan + Logistics: Công việc Quản lý vỏ container - Quản lý, giám sát việc luân chuyển container - Check cước, thu tờ khai + Thủ tục Hải quan: Công việc OPS - Làm thủ tục hải quan, lấy lệnh, đổi lệnh hàng nhập - Lấy vỏ xuất, thanh lý tờ khai xuất, làm hàng xuất lẻ Chi tiết công việc sẽ được đào tạo và hướng dẫn thêm khi vào làm"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,"- Nam/Nữ tốt nghiệp đại học chuyên ngành kinh tế. - Nhanh nhẹn, giao tiếp tốt, nhiệt tình và chịu áp lực trong công việc. - Sử dụng tốt vi tính, và phần mềm trong lĩnh vực logistic - Giao tiếp và viết tiếng Anh tốt"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,31/12/2023 ,"https://cdn1.vieclam24h.vn/images/default/2023/11/21/logo MLA_170055937382.png"
 98 ,"Vietinbank Miền Bắc & Miền Trung - Chuyên Viên Tư Vấn Bảo Hiểm Làm Việc Tại Ngân Hàng"                   ,"Công ty TNHH Manulife ( Việt Nam )"                                            ,"Bán hàng - Kinh doanh / Chăm sóc khách hàng / Ngân hàng"                                                  ,"Tầng 8, Văn phòng Mclass, 106 phố Chùa Láng, phường Láng Thượng, quận Đống Đa, Hà Nội"                                                                                            ,             10 ,"1 năm"               ,"Chuyên viên- nhân viên" ,"10 - 20 triệu"  ,"Trung cấp" ,"- Là đại diện của Manulife Vietnam làm việc tại các Phòng giao dịch/Chi nhánh của Ngân hàng VietinBank - Độc quyền khai thác nguồn khách hàng tiềm năng do Ngân hàng VietinBank giới thiệu để tư vấn cho khách hàng về kế hoạch tài chính, giải pháp và các chương trình bảo hiểm của Manulife. - Xây dựng và duy trì quan hệ với Trưởng phòng khách hàng cá nhân/doanh nghiệp và Cán bộ nhân viên Ngân hàng - Phối hợp tổ chức các sự kiện thúc đẩy doanh số - Hỗ trợ, hướng dẫn và chăm sóc khách hàng II.	ĐỊA ĐIỂM & THỜI GIAN LÀM VIỆC - Địa điểm: Chi nhánh/PGD Ngân hàng VietinBank (Bố trí phù hợp với ứng viên) Hà Nội, Điện Biên, Lào Cai, Thái Nguyên, Quảng Ninh, Lâm Đồng - Thời gian: 8AM – 5PM, Thứ 2 – Thứ 6"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,"- Nam/Nữ, tuổi từ 22-35 - Tối thiểu 1 năm kinh nghiệm tư vấn/sales các ngành nghề. Ứng viên có kinh nghiệm trong các lĩnh vực Bảo hiểm, Tài chính – Ngân hàng, là một lợi thế - Kỹ năng giao tiếp và đàm phán - Kỹ năng tư vấn & chăm sóc khách hàng - Kỹ năng xây dựng mối quan hệ - Tác phong chuyên nghiệp, tinh thần học hỏi và trách nhiệm trong công việc"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,22/12/2023 ,https://cdn1.vieclam24h.vn/images/old_employer_avatar/images/a6146cf707fcb73596bdd6816cd94902_4525010_vieclam24h_1577928661.png
 99 ,"Nhân Viên Tư Vấn Bảo Hiểm"                                                                               ,"Công Ty TNHH Bảo Hiểm Nhân Thọ Sun Life Việt Nam"                              ,"Bán hàng - Kinh doanh / Bảo hiểm / Ngân hàng"                                                             ,"Tòa nhà Capital Place, số 29 Liễu Giai, phường Ngọc Khánh, quận Ba Đình, Tp. Hà Nội"                                                                                              ,             30 ,"Chưa có kinh nghiệm" ,"Chuyên viên- nhân viên" ,"12 - 18 triệu"  ,"Cao đẳng"  ,"Khai thác nguồn khách hàng tiềm năng, khách hàng ưu tiên sẵn có Trực tiếp phát triển nguồn khách hàng Hoàn thiện đầy đủ các giấy tờ hồ sơ cần thiết cho đơn Yêu cầu bảo hiểm, hỗ trợ Khám thẩm định…và bàn giao Hợp đồng bảo hiểm tới Khách hàng, Là đầu mối đầu tiên để khách hàng liên lạc khi phát sinh các nhu cầu liên quan đến bảo hiểm. Trực tiếp cung cấp và hỗ trợ các dịch vụ sau bán hàng theo các qui định, chính sách của Sun Life để phát triển nguồn khách hàng mới từ các khách hàng cũ."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,"Tuổi: Từ 22 Tuổi trở lên Trình độ: Cao Đẳng trở lên Ưu tiên ứng viên có kinh nghiệm trong lĩnh vực: bảo hiểm, ngân hàng, đại lý bảo hiểm Parttime hoặc các kênh Fulltime. Các ứng viên sale các lĩnh vực: ngân hàng, bất động sản, xe, spa, du lịch, đào tạo, ... Khi vào việc sẽ được cam kết đào tạo, kèm cặp bài bản. Năng động, trẻ trung, tích cực và đam mê kiếm tiền Khuyến khích các nhóm bạn cùng ứng tuyển để được chế độ đãi ngộ theo nhóm tốt nhất."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,31/12/2023 ,https://cdn1.vieclam24h.vn/images/default/2023/11/22/z4893126495459_f9b9984fb9bcf5cfe2d727acf3cf8dd5_170066550572.jpg
100 ,"Nhân Viên Tư Vấn Sản Phẩm Bảo Hiểm Tại Vietinbank Hà Nội"                                                ,"Công ty TNHH Manulife ( Việt Nam )"                                            ,"Bán hàng - Kinh doanh / Chăm sóc khách hàng / Bảo hiểm"                                                   ,"TPHCM: Manulife Plaza, 75 Hoàng Văn Thái, P. Tân Phú, Q7, TP. Hồ Chí Minh"                                                                                                        ,             10 ,"1 năm"               ,"Chuyên viên- nhân viên" ,"10 - 20 triệu"  ,"Cao đẳng"  ,"- Là đại diện của Manulife Vietnam làm việc tại các Phòng giao dịch/Chi nhánh của Ngân hàng VietinBank - Độc quyền khai thác nguồn khách hàng tiềm năng do Ngân hàng VietinBank giới thiệu để tư vấn cho khách hàng về kế hoạch tài chính, giải pháp và các chương trình bảo hiểm của Manulife. - Xây dựng và duy trì quan hệ với Trưởng phòng khách hàng cá nhân/doanh nghiệp và Cán bộ nhân viên Ngân hàng - Phối hợp tổ chức các sự kiện thúc đẩy doanh số - Hỗ trợ, hướng dẫn và chăm sóc khách hàng II.	ĐỊA ĐIỂM & THỜI GIAN LÀM VIỆC - Địa điểm: Chi nhánh/PGD Ngân hàng VietinBank (Bố trí phù hợp với ứng viên) - Thời gian: 8AM – 5PM, Thứ 2 – Thứ 6"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,"- Nam/Nữ, tuổi từ 22-35 - Tối thiểu 1 năm kinh nghiệm tư vấn/sales các ngành nghề. Ứng viên có kinh nghiệm trong các lĩnh vực Bảo hiểm, Tài chính – Ngân hàng, là một lợi thế - Kỹ năng giao tiếp và đàm phán - Kỹ năng tư vấn & chăm sóc khách hàng - Kỹ năng xây dựng mối quan hệ - Tác phong chuyên nghiệp, tinh thần học hỏi và trách nhiệm trong công việc"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,22/12/2023 ,https://cdn1.vieclam24h.vn/images/old_employer_avatar/images/a6146cf707fcb73596bdd6816cd94902_4525010_vieclam24h_1577928661.png
